Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2023-107074,2023-08-15,2023-08-20,Standard Class,CU-0731,Corporate,West,Arizona,Office Supplies,Supplies,54.11,1,0.15,17.51
CA-2020-107075,2020-10-03,2020-10-03,Same Day,CU-0339,Home Office,Central,Iowa,Technology,Phones,1795.23,3,0.3,149.56
CA-2020-107076,2020-05-24,2020-05-29,Standard Class,CU-0117,Corporate,West,Utah,Furniture,Chairs,358.98,2,0.0,100.96
CA-2023-107077,2023-07-14,2023-07-17,Second Class,CU-0040,Corporate,West,Utah,Furniture,Bookcases,1998.54,3,0.0,439.65
CA-2020-107078,2020-07-19,2020-07-22,Second Class,CU-0798,Consumer,East,North Carolina,Furniture,Furnishings,448.5,3,0.1,120.6
CA-2023-107079,2023-07-12,2023-07-17,Standard Class,CU-0557,Consumer,South,Oklahoma,Office Supplies,Fasteners,17.5,2,0.1,7.81
CA-2023-107080,2023-08-08,2023-08-11,Second Class,CU-0230,Consumer,Central,Texas,Furniture,Tables,2766.9,3,0.0,473.61
CA-2020-107081,2020-10-13,2020-10-15,First Class,CU-0057,Corporate,West,Montana,Technology,Copiers,14519.22,3,0.0,6524.28
CA-2022-107082,2022-03-22,2022-03-27,Standard Class,CU-0629,Consumer,East,Massachusetts,Technology,Machines,387.97,1,0.15,97.64
CA-2021-107083,2021-10-13,2021-10-18,Standard Class,CU-0755,Consumer,East,New Jersey,Office Supplies,Fasteners,16.27,1,0.0,9.63
CA-2022-107084,2022-11-03,2022-11-06,Second Class,CU-0010,Consumer,South,Kentucky,Office Supplies,Storage,328.62,3,0.0,142.86
CA-2021-107085,2021-07-08,2021-07-11,Second Class,CU-0051,Corporate,Central,Wisconsin,Technology,Phones,350.76,2,0.15,75.35
CA-2022-107086,2022-10-14,2022-10-19,Standard Class,CU-0294,Corporate,West,California,Technology,Machines,1428.29,1,0.2,175.91
CA-2020-107087,2020-12-21,2020-12-26,Standard Class,CU-0305,Home Office,Central,Indiana,Technology,Accessories,746.45,2,0.2,222.16
CA-2021-107088,2021-01-26,2021-01-31,Standard Class,CU-0232,Home Office,East,Georgia,Technology,Accessories,178.16,1,0.5,-12.57
CA-2022-107089,2022-10-18,2022-10-23,Standard Class,CU-0191,Home Office,West,Washington,Office Supplies,Paper,10.92,1,0.0,5.37
CA-2020-107090,2020-08-13,2020-08-13,Same Day,CU-0062,Consumer,South,Mississippi,Office Supplies,Paper,184.8,5,0.0,97.78
CA-2022-107091,2022-09-22,2022-09-25,Second Class,CU-0397,Corporate,East,Virginia,Furniture,Chairs,725.09,1,0.0,197.54
CA-2020-107092,2020-11-12,2020-11-14,First Class,CU-0267,Consumer,East,New Jersey,Technology,Phones,204.7,1,0.1,58.39
CA-2022-107093,2022-09-17,2022-09-22,Standard Class,CU-0048,Corporate,East,Pennsylvania,Furniture,Chairs,196.5,3,0.0,71.06
CA-2022-107094,2022-06-03,2022-06-08,Standard Class,CU-0249,Home Office,West,Utah,Office Supplies,Envelopes,42.03,1,0.0,23.26
CA-2021-107095,2021-11-03,2021-11-08,Standard Class,CU-0458,Consumer,Central,Texas,Technology,Copiers,10535.24,4,0.15,2411.36
CA-2020-107096,2020-10-24,2020-10-29,Standard Class,CU-0480,Consumer,West,Montana,Office Supplies,Supplies,31.91,1,0.4,0.05
CA-2020-107097,2020-09-22,2020-09-22,Same Day,CU-0772,Corporate,South,Florida,Office Supplies,Fasteners,5.64,1,0.5,0.51
CA-2023-107098,2023-11-04,2023-11-09,Standard Class,CU-0649,Corporate,West,Nevada,Office Supplies,Art,51.66,3,0.15,21.15
CA-2021-107099,2021-06-23,2021-06-26,Second Class,CU-0073,Corporate,East,Virginia,Technology,Copiers,7097.43,5,0.4,-912.15
CA-2023-107100,2023-10-10,2023-10-15,Standard Class,CU-0548,Consumer,East,Massachusetts,Technology,Phones,608.28,1,0.5,-149.05
CA-2021-107101,2021-03-07,2021-03-09,First Class,CU-0750,Corporate,East,Georgia,Technology,Copiers,3794.16,1,0.15,871.79
CA-2021-107102,2021-03-12,2021-03-15,Second Class,CU-0530,Consumer,West,California,Office Supplies,Envelopes,45.76,1,0.0,26.42
CA-2022-107103,2022-05-21,2022-05-26,Standard Class,CU-0390,Consumer,East,New Jersey,Furniture,Chairs,52.71,1,0.0,17.57
CA-2021-107104,2021-03-20,2021-03-25,Standard Class,CU-0600,Consumer,West,Montana,Furniture,Furnishings,107.28,3,0.0,51.75
CA-2023-107105,2023-10-07,2023-10-12,Standard Class,CU-0164,Corporate,West,Utah,Furniture,Furnishings,185.86,2,0.0,77.65
CA-2020-107106,2020-01-05,2020-01-07,First Class,CU-0298,Corporate,East,New York,Technology,Accessories,271.78,1,0.3,91.34
CA-2020-107107,2020-06-11,2020-06-13,First Class,CU-0353,Corporate,Central,Missouri,Technology,Accessories,385.36,2,0.3,136.89
CA-2023-107108,2023-08-07,2023-08-12,Standard Class,CU-0407,Consumer,West,Arizona,Technology,Phones,1166.68,1,0.1,494.48
CA-2020-107109,2020-06-07,2020-06-12,Standard Class,CU-0145,Corporate,Central,Indiana,Office Supplies,Storage,182.52,4,0.0,73.44
CA-2022-107110,2022-02-24,2022-03-01,Standard Class,CU-0022,Home Office,West,Montana,Furniture,Tables,6786.4,5,0.0,525.39
CA-2020-107111,2020-10-26,2020-10-29,Second Class,CU-0295,Corporate,West,Arizona,Office Supplies,Appliances,331.04,1,0.0,139.38
CA-2022-107112,2022-03-19,2022-03-24,Standard Class,CU-0116,Consumer,East,Massachusetts,Office Supplies,Binders,257.91,1,0.0,126.06
CA-2021-107113,2021-05-17,2021-05-20,Second Class,CU-0659,Consumer,West,Oregon,Office Supplies,Paper,30.32,1,0.1,13.78
CA-2022-107114,2022-08-18,2022-08-23,Standard Class,CU-0407,Consumer,West,California,Technology,Phones,663.05,1,0.2,114.85
CA-2021-107115,2021-03-11,2021-03-13,First Class,CU-0319,Consumer,East,New Jersey,Technology,Phones,99.78,1,0.0,46.79
CA-2020-107116,2020-09-04,2020-09-07,Second Class,CU-0376,Consumer,Central,Missouri,Office Supplies,Art,101.07,3,0.0,49.09
CA-2023-107117,2023-11-02,2023-11-07,Standard Class,CU-0789,Consumer,East,Georgia,Office Supplies,Binders,596.84,4,0.0,344.46
CA-2021-107118,2021-09-22,2021-09-27,Standard Class,CU-0632,Corporate,East,Ohio,Technology,Copiers,2952.03,1,0.2,819.36
CA-2020-107119,2020-10-04,2020-10-09,Standard Class,CU-0013,Corporate,East,Virginia,Furniture,Tables,355.09,1,0.0,18.32
CA-2021-107120,2021-04-01,2021-04-06,Standard Class,CU-0610,Consumer,Central,Texas,Technology,Copiers,2509.11,1,0.15,855.63
CA-2020-107121,2020-11-08,2020-11-13,Standard Class,CU-0658,Corporate,West,Colorado,Furniture,Chairs,147.88,1,0.0,60.91
CA-2021-107122,2021-10-19,2021-10-24,Standard Class,CU-0183,Corporate,West,Montana,Technology,Phones,604.56,1,0.3,101.16
CA-2020-107123,2020-11-26,2020-11-29,Second Class,CU-0269,Consumer,East,New Jersey,Technology,Phones,1545.42,3,0.0,644.57
CA-2020-107124,2020-08-23,2020-08-28,Standard Class,CU-0016,Consumer,South,Florida,Office Supplies,Supplies,10.19,1,0.0,4.84
CA-2020-107125,2020-10-12,2020-10-15,Second Class,CU-0724,Consumer,East,New Jersey,Office Supplies,Labels,4.07,1,0.0,2.23
CA-2021-107126,2021-12-04,2021-12-09,Standard Class,CU-0648,Consumer,East,Virginia,Office Supplies,Fasteners,4.03,2,0.15,1.98
CA-2022-107127,2022-10-14,2022-10-19,Standard Class,CU-0467,Consumer,Central,Minnesota,Furniture,Tables,812.92,1,0.1,-28.05
CA-2021-107128,2021-01-01,2021-01-04,Second Class,CU-0783,Corporate,East,Ohio,Office Supplies,Binders,932.52,4,0.0,567.2
CA-2023-107129,2023-11-01,2023-11-06,Standard Class,CU-0232,Corporate,East,Ohio,Technology,Machines,1757.94,1,0.3,85.74
CA-2023-107130,2023-10-19,2023-10-24,Standard Class,CU-0755,Home Office,South,Tennessee,Office Supplies,Storage,337.2,4,0.0,167.85
CA-2021-107131,2021-10-15,2021-10-20,Standard Class,CU-0698,Consumer,South,Kentucky,Technology,Machines,930.04,3,0.15,108.95
CA-2022-107132,2022-08-26,2022-08-31,Standard Class,CU-0682,Consumer,West,California,Furniture,Bookcases,1632.25,5,0.0,559.89
CA-2023-107133,2023-07-25,2023-07-30,Standard Class,CU-0714,Consumer,Central,Michigan,Technology,Machines,3995.07,2,0.15,665.61
CA-2022-107134,2022-01-17,2022-01-22,Standard Class,CU-0593,Corporate,West,Washington,Technology,Copiers,25593.66,6,0.0,7208.68
CA-2020-107135,2020-11-22,2020-11-25,Second Class,CU-0289,Corporate,Central,Indiana,Office Supplies,Envelopes,28.76,4,0.1,13.07
CA-2020-107136,2020-12-25,2020-12-30,Standard Class,CU-0674,Consumer,East,New Jersey,Technology,Accessories,1375.6,6,0.1,645.46
CA-2023-107137,2023-11-02,2023-11-07,Standard Class,CU-0474,Corporate,Central,Minnesota,Technology,Phones,80.69,1,0.1,30.78
CA-2021-107138,2021-11-23,2021-11-25,First Class,CU-0596,Consumer,East,New York,Office Supplies,Binders,437.68,3,0.3,162.25
CA-2023-107139,2023-09-25,2023-09-28,Second Class,CU-0163,Corporate,West,Arizona,Furniture,Chairs,755.36,2,0.4,-4.43
CA-2021-107140,2021-10-20,2021-10-22,First Class,CU-0743,Home Office,Central,Minnesota,Office Supplies,Paper,243.15,3,0.0,112.6
CA-2020-107141,2020-12-10,2020-12-12,First Class,CU-0727,Corporate,East,North Carolina,Office Supplies,Labels,148.0,4,0.0,95.51
CA-2022-107142,2022-06-11,2022-06-13,First Class,CU-0093,Consumer,East,New York,Technology,Phones,2922.12,4,0.1,914.09
CA-2020-107143,2020-01-11,2020-01-16,Standard Class,CU-0251,Corporate,Central,Michigan,Office Supplies,Binders,95.0,4,0.1,43.81
CA-2023-107144,2023-09-25,2023-09-28,Second Class,CU-0084,Consumer,Central,Iowa,Technology,Phones,226.55,1,0.0,110.21
CA-2020-107145,2020-12-18,2020-12-21,Second Class,CU-0776,Home Office,Central,Illinois,Office Supplies,Fasteners,2.58,1,0.2,0.96
CA-2022-107146,2022-11-07,2022-11-12,Standard Class,CU-0395,Consumer,South,Tennessee,Office Supplies,Supplies,59.27,1,0.0,30.25
CA-2023-107147,2023-11-21,2023-11-26,Standard Class,CU-0289,Consumer,Central,Minnesota,Office Supplies,Fasteners,17.23,1,0.0,9.37
CA-2020-107148,2020-02-03,2020-02-08,Standard Class,CU-0509,Corporate,West,Arizona,Furniture,Tables,469.76,2,0.0,73.29
CA-2022-107149,2022-12-05,2022-12-08,Second Class,CU-0731,Home Office,South,Arkansas,Technology,Phones,1642.82,2,0.1,575.73
CA-2022-107150,2022-02-16,2022-02-19,Second Class,CU-0305,Home Office,Central,Wisconsin,Furniture,Furnishings,148.6,1,0.3,31.52
CA-2021-107151,2021-06-22,2021-06-25,Second Class,CU-0299,Home Office,West,Nevada,Technology,Copiers,1442.69,1,0.5,-315.12
CA-2023-107152,2023-07-06,2023-07-08,First Class,CU-0399,Consumer,West,Arizona,Technology,Copiers,484.55,1,0.4,-23.51
CA-2023-107153,2023-03-04,2023-03-09,Standard Class,CU-0422,Corporate,South,Alabama,Technology,Phones,2382.55,4,0.3,582.05
CA-2022-107154,2022-07-19,2022-07-24,Standard Class,CU-0381,Home Office,West,Oregon,Technology,Machines,812.59,1,0.3,118.77
CA-2020-107155,2020-03-16,2020-03-21,Standard Class,CU-0361,Consumer,West,Nevada,Technology,Phones,2150.24,4,0.1,652.78
CA-2021-107156,2021-12-15,2021-12-20,Standard Class,CU-0396,Consumer,East,Pennsylvania,Office Supplies,Binders,21.57,3,0.15,9.52
CA-2023-107157,2023-03-12,2023-03-15,Second Class,CU-0634,Home Office,Central,Missouri,Office Supplies,Supplies,60.08,1,0.0,27.02
CA-2021-107158,2021-11-15,2021-11-17,First Class,CU-0604,Corporate,West,Utah,Office Supplies,Envelopes,26.16,3,0.0,12.05
CA-2022-107159,2022-05-15,2022-05-20,Standard Class,CU-0603,Corporate,Central,Michigan,Furniture,Bookcases,588.17,1,0.0,190.7
CA-2022-107160,2022-11-13,2022-11-18,Standard Class,CU-0772,Home Office,West,Montana,Technology,Copiers,3290.45,1,0.1,846.94
CA-2023-107161,2023-04-01,2023-04-06,Standard Class,CU-0174,Corporate,Central,Iowa,Office Supplies,Supplies,112.76,4,0.0,59.96
CA-2022-107162,2022-12-23,2022-12-28,Standard Class,CU-0245,Consumer,Central,Indiana,Office Supplies,Labels,56.3,4,0.1,24.48
CA-2022-107163,2022-11-19,2022-11-24,Standard Class,CU-0040,Consumer,West,Montana,Furniture,Tables,2795.4,3,0.2,-146.46
CA-2023-107164,2023-11-14,2023-11-19,Standard Class,CU-0223,Corporate,Central,Illinois,Office Supplies,Fasteners,24.88,4,0.1,13.52
CA-2021-107165,2021-08-18,2021-08-23,Standard Class,CU-0354,Consumer,Central,Texas,Office Supplies,Labels,9.39,1,0.15,5.32
CA-2020-107166,2020-08-08,2020-08-13,Standard Class,CU-0144,Consumer,East,New Jersey,Office Supplies,Supplies,30.23,1,0.3,9.84
CA-2022-107167,2022-09-24,2022-09-29,Standard Class,CU-0276,Corporate,West,Utah,Office Supplies,Supplies,16.78,1,0.1,6.62
CA-2022-107168,2022-12-03,2022-12-08,Standard Class,CU-0405,Consumer,West,Utah,Technology,Accessories,35.9,1,0.5,2.03
CA-2021-107169,2021-10-22,2021-10-27,Standard Class,CU-0176,Consumer,East,New Jersey,Office Supplies,Labels,4.0,1,0.15,1.64
CA-2023-107170,2023-03-05,2023-03-08,Second Class,CU-0776,Corporate,South,Arkansas,Technology,Accessories,871.25,3,0.2,377.37
CA-2022-107171,2022-12-27,2023-01-01,Standard Class,CU-0114,Corporate,East,Virginia,Technology,Machines,5790.45,3,0.0,2362.4
CA-2021-107172,2021-10-11,2021-10-16,Standard Class,CU-0547,Consumer,West,Montana,Furniture,Tables,1862.41,3,0.4,-1186.97
CA-2022-107173,2022-06-26,2022-07-01,Standard Class,CU-0205,Corporate,West,California,Technology,Phones,1672.89,3,0.0,747.92
CA-2020-107174,2020-03-06,2020-03-11,Standard Class,CU-0088,Consumer,West,Washington,Office Supplies,Appliances,193.14,1,0.3,12.43
CA-2022-107175,2022-04-27,2022-04-27,Same Day,CU-0407,Consumer,East,Massachusetts,Technology,Machines,6401.46,3,0.0,1983.64
CA-2022-107176,2022-10-26,2022-10-31,Standard Class,CU-0598,Consumer,West,Oregon,Furniture,Furnishings,34.6,1,0.5,-10.62
CA-2022-107177,2022-11-05,2022-11-05,Same Day,CU-0107,Consumer,West,Oregon,Technology,Phones,708.88,1,0.5,-141.42
CA-2022-107178,2022-11-09,2022-11-14,Standard Class,CU-0513,Home Office,East,Virginia,Technology,Copiers,4918.74,1,0.0,1480.45
CA-2022-107179,2022-04-18,2022-04-23,Standard Class,CU-0073,Consumer,West,Montana,Technology,Accessories,195.99,1,0.3,64.61
CA-2023-107180,2023-12-13,2023-12-16,Second Class,CU-0019,Corporate,West,Colorado,Technology,Phones,1242.74,1,0.0,584.08
CA-2022-107181,2022-08-03,2022-08-08,Standard Class,CU-0437,Consumer,West,Arizona,Technology,Accessories,359.3,2,0.3,61.64
CA-2020-107182,2020-09-19,2020-09-24,Standard Class,CU-0584,Consumer,West,Montana,Technology,Accessories,532.8,4,0.0,205.96
CA-2023-107183,2023-11-05,2023-11-10,Standard Class,CU-0598,Corporate,West,Colorado,Office Supplies,Envelopes,165.76,4,0.0,87.32
CA-2020-107184,2020-02-02,2020-02-07,Standard Class,CU-0728,Consumer,East,Ohio,Office Supplies,Supplies,112.3,2,0.0,46.03
CA-2021-107185,2021-09-18,2021-09-20,First Class,CU-0150,Consumer,East,North Carolina,Office Supplies,Art,18.27,1,0.15,5.81
CA-2021-107186,2021-01-17,2021-01-19,First Class,CU-0052,Consumer,Central,Minnesota,Office Supplies,Storage,420.16,4,0.0,143.3
CA-2022-107187,2022-03-21,2022-03-26,Standard Class,CU-0374,Consumer,Central,Illinois,Technology,Phones,1521.95,7,0.1,435.26
CA-2020-107188,2020-11-01,2020-11-06,Standard Class,CU-0276,Home Office,West,Oregon,Office Supplies,Storage,546.57,2,0.3,75.8
CA-2022-107189,2022-12-24,2022-12-29,Standard Class,CU-0049,Consumer,West,California,Office Supplies,Binders,52.49,1,0.1,30.47
CA-2023-107190,2023-11-08,2023-11-10,First Class,CU-0434,Consumer,West,Colorado,Office Supplies,Paper,113.62,1,0.0,59.26
CA-2021-107191,2021-03-19,2021-03-24,Standard Class,CU-0407,Consumer,Central,Illinois,Office Supplies,Binders,63.02,2,0.15,27.15
CA-2022-107192,2022-03-14,2022-03-17,Second Class,CU-0256,Corporate,East,Massachusetts,Office Supplies,Art,14.15,1,0.0,8.26
CA-2021-107193,2021-02-01,2021-02-01,Same Day,CU-0117,Consumer,West,Utah,Office Supplies,Fasteners,9.68,2,0.0,5.31
CA-2022-107194,2022-03-25,2022-03-30,Standard Class,CU-0114,Home Office,East,New York,Office Supplies,Art,119.4,4,0.0,67.38
CA-2023-107195,2023-05-22,2023-05-27,Standard Class,CU-0748,Consumer,East,Massachusetts,Office Supplies,Appliances,448.42,1,0.0,159.65
CA-2021-107196,2021-04-08,2021-04-13,Standard Class,CU-0237,Consumer,South,Tennessee,Office Supplies,Storage,874.76,2,0.0,449.04
CA-2023-107197,2023-09-20,2023-09-23,Second Class,CU-0086,Consumer,West,Colorado,Office Supplies,Binders,546.75,3,0.0,318.53
CA-2022-107198,2022-03-24,2022-03-29,Standard Class,CU-0378,Corporate,East,Pennsylvania,Office Supplies,Storage,1576.29,4,0.2,431.97
CA-2020-107199,2020-11-16,2020-11-21,Standard Class,CU-0215,Corporate,East,Virginia,Office Supplies,Storage,478.55,1,0.0,248.76
CA-2022-107200,2022-12-23,2022-12-28,Standard Class,CU-0505,Consumer,East,North Carolina,Office Supplies,Envelopes,111.48,3,0.1,62.0
CA-2023-107201,2023-06-08,2023-06-13,Standard Class,CU-0721,Corporate,Central,Michigan,Office Supplies,Envelopes,19.09,1,0.1,8.35
CA-2022-107202,2022-07-03,2022-07-08,Standard Class,CU-0109,Consumer,South,Tennessee,Office Supplies,Paper,277.24,3,0.1,150.45
CA-2023-107203,2023-07-21,2023-07-26,Standard Class,CU-0619,Consumer,East,Massachusetts,Furniture,Furnishings,21.03,1,0.0,7.74
CA-2022-107204,2022-02-16,2022-02-21,Standard Class,CU-0241,Consumer,South,Kentucky,Office Supplies,Envelopes,43.24,1,0.0,20.9
CA-2022-107205,2022-12-25,2022-12-30,Standard Class,CU-0294,Consumer,South,Oklahoma,Office Supplies,Appliances,530.05,2,0.1,187.19
CA-2020-107206,2020-05-14,2020-05-17,Second Class,CU-0340,Corporate,South,Arkansas,Technology,Copiers,4668.98,1,0.0,1604.69
CA-2022-107207,2022-08-02,2022-08-07,Standard Class,CU-0031,Consumer,West,Nevada,Technology,Machines,2679.1,1,0.1,941.81
CA-2020-107208,2020-09-25,2020-09-30,Standard Class,CU-0552,Corporate,Central,Minnesota,Office Supplies,Binders,833.44,4,0.0,448.19
CA-2020-107209,2020-11-03,2020-11-06,Second Class,CU-0230,Consumer,Central,Indiana,Office Supplies,Supplies,93.84,3,0.0,39.37
CA-2022-107210,2022-02-21,2022-02-24,Second Class,CU-0646,Consumer,West,Colorado,Office Supplies,Paper,93.34,2,0.0,55.04
CA-2022-107211,2022-06-26,2022-07-01,Standard Class,CU-0573,Consumer,West,Montana,Technology,Copiers,6952.0,2,0.2,1661.45
CA-2023-107212,2023-10-17,2023-10-22,Standard Class,CU-0629,Consumer,East,New York,Technology,Accessories,2933.46,6,0.0,1600.48
CA-2022-107213,2022-06-22,2022-06-25,Second Class,CU-0125,Consumer,South,Florida,Office Supplies,Envelopes,162.12,4,0.0,99.84
CA-2022-107214,2022-12-20,2022-12-23,Second Class,CU-0348,Home Office,South,Arkansas,Technology,Machines,623.21,1,0.4,-109.56
CA-2020-107215,2020-12-16,2020-12-18,First Class,CU-0671,Consumer,South,Arkansas,Technology,Phones,2107.28,2,0.1,934.88
CA-2022-107216,2022-07-07,2022-07-09,First Class,CU-0094,Corporate,West,Nevada,Technology,Copiers,1550.36,2,0.0,475.14
CA-2021-107217,2021-02-17,2021-02-22,Standard Class,CU-0566,Home Office,East,Virginia,Office Supplies,Envelopes,9.72,1,0.0,5.35
CA-2023-107218,2023-08-05,2023-08-10,Standard Class,CU-0783,Home Office,East,New Jersey,Office Supplies,Binders,237.86,2,0.3,84.13
CA-2022-107219,2022-07-23,2022-07-28,Standard Class,CU-0107,Consumer,East,Pennsylvania,Office Supplies,Appliances,86.76,4,0.0,32.08
CA-2021-107220,2021-08-12,2021-08-17,Standard Class,CU-0033,Corporate,Central,Missouri,Office Supplies,Paper,127.32,2,0.0,68.43
CA-2022-107221,2022-11-04,2022-11-07,Second Class,CU-0137,Corporate,East,New York,Technology,Copiers,3300.58,1,0.0,992.17
CA-2021-107222,2021-07-19,2021-07-24,Standard Class,CU-0541,Home Office,South,Mississippi,Furniture,Chairs,792.3,2,0.0,314.96
CA-2021-107223,2021-06-12,2021-06-15,Second Class,CU-0553,Home Office,East,New Jersey,Furniture,Furnishings,192.22,2,0.0,80.36
CA-2022-107224,2022-06-09,2022-06-14,Standard Class,CU-0385,Consumer,Central,Indiana,Furniture,Furnishings,1081.36,7,0.0,499.29
CA-2022-107225,2022-11-14,2022-11-14,Same Day,CU-0174,Corporate,West,Colorado,Office Supplies,Binders,5.3,1,0.0,2.97
CA-2022-107226,2022-04-17,2022-04-22,Standard Class,CU-0452,Corporate,East,Georgia,Technology,Accessories,978.6,3,0.0,500.1
CA-2023-107227,2023-12-16,2023-12-19,Second Class,CU-0197,Consumer,West,Utah,Technology,Copiers,4517.74,2,0.3,355.57
CA-2022-107228,2022-09-12,2022-09-17,Standard Class,CU-0079,Consumer,West,Oregon,Office Supplies,Paper,92.66,1,0.2,36.81
CA-2023-107229,2023-01-26,2023-01-31,Standard Class,CU-0787,Corporate,South,Mississippi,Office Supplies,Art,112.19,2,0.2,50.43
CA-2023-107230,2023-02-05,2023-02-07,First Class,CU-0049,Consumer,Central,Minnesota,Technology,Phones,1224.22,1,0.0,539.76
CA-2023-107231,2023-12-13,2023-12-18,Standard Class,CU-0752,Home Office,Central,Michigan,Technology,Copiers,2937.7,1,0.1,690.25
CA-2021-107232,2021-08-26,2021-08-31,Standard Class,CU-0438,Corporate,Central,Wisconsin,Technology,Machines,2479.35,1,0.0,985.89
CA-2021-107233,2021-12-05,2021-12-10,Standard Class,CU-0274,Consumer,Central,Michigan,Office Supplies,Appliances,2308.86,6,0.0,795.54
CA-2022-107234,2022-06-03,2022-06-06,Second Class,CU-0439,Home Office,South,Alabama,Office Supplies,Storage,425.48,2,0.1,172.13
CA-2022-107235,2022-11-11,2022-11-16,Standard Class,CU-0052,Corporate,East,Massachusetts,Furniture,Furnishings,478.64,2,0.0,215.57
CA-2020-107236,2020-11-10,2020-11-15,Standard Class,CU-0421,Consumer,West,California,Office Supplies,Labels,34.09,1,0.0,19.16
CA-2020-107237,2020-02-04,2020-02-07,Second Class,CU-0466,Home Office,East,New York,Office Supplies,Envelopes,36.57,3,0.0,18.48
CA-2023-107238,2023-05-26,2023-05-29,Second Class,CU-0515,Home Office,East,Virginia,Office Supplies,Binders,136.62,3,0.0,70.02
CA-2022-107239,2022-08-27,2022-08-29,First Class,CU-0166,Home Office,Central,Illinois,Technology,Copiers,3177.39,1,0.1,1108.11
CA-2023-107240,2023-12-13,2023-12-18,Standard Class,CU-0422,Corporate,South,Oklahoma,Office Supplies,Paper,145.06,2,0.0,68.42
CA-2023-107241,2023-07-09,2023-07-14,Standard Class,CU-0469,Consumer,West,Colorado,Furniture,Chairs,986.16,1,0.1,381.21
CA-2020-107242,2020-05-07,2020-05-12,Standard Class,CU-0194,Consumer,East,Ohio,Office Supplies,Fasteners,50.25,3,0.1,21.21
CA-2021-107243,2021-03-25,2021-03-28,Second Class,CU-0025,Consumer,West,Arizona,Technology,Accessories,433.79,1,0.1,208.21
CA-2023-107244,2023-05-05,2023-05-10,Standard Class,CU-0201,Corporate,South,Louisiana,Technology,Machines,7400.91,3,0.0,2653.45
CA-2021-107245,2021-04-26,2021-05-01,Standard Class,CU-0640,Home Office,Central,Iowa,Furniture,Chairs,3114.36,6,0.0,1209.19
CA-2022-107246,2022-03-04,2022-03-09,Standard Class,CU-0360,Consumer,Central,Illinois,Office Supplies,Appliances,93.4,1,0.0,46.33
CA-2023-107247,2023-03-07,2023-03-12,Standard Class,CU-0404,Consumer,East,New York,Office Supplies,Appliances,203.02,1,0.5,-21.61
CA-2021-107248,2021-03-05,2021-03-07,First Class,CU-0700,Corporate,West,Colorado,Furniture,Tables,497.0,1,0.15,12.03
CA-2023-107249,2023-07-27,2023-08-01,Standard Class,CU-0096,Consumer,East,Massachusetts,Technology,Phones,100.86,1,0.2,28.66
CA-2020-107250,2020-01-27,2020-02-01,Standard Class,CU-0146,Consumer,West,Oregon,Furniture,Chairs,5181.2,7,0.15,1050.8
CA-2021-107251,2021-12-07,2021-12-12,Standard Class,CU-0581,Consumer,Central,Michigan,Technology,Accessories,56.62,1,0.5,5.51
CA-2023-107252,2023-11-22,2023-11-27,Standard Class,CU-0583,Corporate,East,New York,Technology,Machines,3219.34,3,0.1,902.44
CA-2021-107253,2021-10-16,2021-10-21,Standard Class,CU-0743,Corporate,Central,Texas,Technology,Phones,921.94,1,0.2,331.57
CA-2021-107254,2021-10-22,2021-10-27,Standard Class,CU-0203,Consumer,East,New Jersey,Office Supplies,Supplies,82.71,1,0.15,29.75
CA-2021-107255,2021-09-26,2021-10-01,Standard Class,CU-0159,Consumer,Central,Texas,Office Supplies,Art,52.59,1,0.0,24.37
CA-2023-107256,2023-05-13,2023-05-13,Same Day,CU-0697,Consumer,West,Nevada,Technology,Copiers,3132.81,2,0.1,980.84
CA-2023-107257,2023-05-23,2023-05-25,First Class,CU-0517,Consumer,South,Mississippi,Office Supplies,Art,38.26,2,0.0,18.41
CA-2020-107258,2020-11-14,2020-11-17,Second Class,CU-0601,Consumer,Central,Wisconsin,Office Supplies,Labels,77.34,6,0.0,43.18
CA-2023-107259,2023-04-20,2023-04-25,Standard Class,CU-0323,Consumer,Central,Indiana,Technology,Accessories,382.82,1,0.0,177.35
CA-2020-107260,2020-04-08,2020-04-13,Standard Class,CU-0523,Consumer,East,New York,Technology,Phones,220.72,1,0.2,46.48
CA-2020-107261,2020-06-25,2020-06-28,Second Class,CU-0786,Corporate,West,Colorado,Furniture,Furnishings,184.01,4,0.15,54.84
CA-2022-107262,2022-08-25,2022-08-30,Standard Class,CU-0243,Consumer,West,Arizona,Office Supplies,Binders,105.16,1,0.0,64.83
CA-2022-107263,2022-11-04,2022-11-09,Standard Class,CU-0547,Home Office,East,Ohio,Office Supplies,Appliances,961.38,2,0.0,423.39
CA-2021-107264,2021-11-03,2021-11-05,First Class,CU-0314,Consumer,South,Oklahoma,Office Supplies,Art,20.58,1,0.3,8.31
CA-2023-107265,2023-03-12,2023-03-17,Standard Class,CU-0720,Corporate,West,Nevada,Furniture,Bookcases,463.76,1,0.0,122.96
CA-2022-107266,2022-03-08,2022-03-11,Second Class,CU-0257,Consumer,Central,Wisconsin,Technology,Machines,914.4,3,0.0,336.63
CA-2021-107267,2021-09-04,2021-09-09,Standard Class,CU-0568,Consumer,Central,Michigan,Technology,Copiers,3017.63,1,0.15,692.11
CA-2023-107268,2023-10-24,2023-10-29,Standard Class,CU-0429,Consumer,Central,Missouri,Technology,Copiers,14574.0,4,0.0,5016.99
